61710301,20,[b]Reply to [pid=410822521,21141255,1]Reply[/pid] Post by [uid=61232124]小楼东风破[/uid] (2020-04-05 20:40)[/b]知道了，马上就改[s:ac:惊]
60115121,21,好活！！[s:ac:赞同]
60850467,22,[s:ac:汗]攻击距离p歪来
61710301,23,[b]Reply to [pid=410957755,21141255,2]Reply[/pid] Post by [uid=60850467]情殇灬曙光[/uid] (2020-04-06 12:24)[/b]凯尔希是这个距离哦[s:ac:茶]
60850467,24,[b]Reply to [pid=410958306,21141255,2]Reply[/pid] Post by [uid=61710301]Drelf[/uid] (2020-04-06 12:26)[/b]
60850467,25,[b]Reply to [pid=410958306,21141255,2]Reply[/pid] Post by [uid=61710301]Drelf[/uid] (2020-04-06 12:26)[/b],[img]./mon_202004/06/-klbw3Q5-10wiK1qT3cSk0-a0.jpg[/img],[s:ac:吓]
42768867,26,话说当年这个技能特效是不是有点简陋
61710301,27,[b]Reply to [pid=410976260,21141255,2]Reply[/pid] Post by [uid=60850467]情殇灬曙光[/uid] (2020-04-06 13:42)[/b]诶呀，每次发干员yj都用的初始攻击范围呢。况且第一张图上也写了是初始攻击范围呀。
17430697,28,这头不对呀，应该换一个。
61710301,30,顺便放一下对比图,[img]./mon_202004/06/-klbw3Q5-bgwlXnZ6gT3cS1jh-190.png[/img]
37799236,31,[img]./mon_202004/06/-7Q5-4iu1XoZ6sT3cSeq-iy.gif.medium.jpg[/img]凯尔希下边的干员出了么，看着挺帅的[s:ac:哭笑]
61710301,32,挖自己的坟不算挖坟吧
38342579,33,[del]这样看来的话，小人变化还挺大的[/del],居然是坟[s:ac:惊]
42937402,34,[quote][pid=511691916,21141255,2]Reply[/pid] [b]Post by [uid=61710301]Drelf[/uid] (2021-04-28 14:31):[/b],挖自己的坟不算挖坟吧[/quote],当然算啊[s:ac:哭笑]
